"ISSUE","QX1","QX2","QX3","QX4","QX5","QX6","QX7","DATES"
2015075,2,3,4,7,7,1,5,"2015-6-30"
2015074,5,5,7,6,8,6,6,"2015-6-28"
2015073,5,1,3,5,4,0,0,"2015-6-26"
2015072,0,0,0,0,3,9,7,"2015-6-23"
2015071,4,2,9,5,5,3,9,"2015-6-21"
2015070,3,1,8,6,5,6,0,"2015-6-19"
2015069,4,2,7,0,3,3,9,"2015-6-16"
2015068,7,9,8,7,2,0,7,"2015-6-14"
2015067,5,9,1,9,1,1,8,"2015-6-12"
2015066,5,2,2,7,0,5,5,"2015-6-9"
2015065,4,4,1,1,0,2,5,"2015-6-7"
2015064,8,1,0,2,2,5,4,"2015-6-5"
2015063,4,5,2,8,4,9,8,"2015-6-2"
2015062,6,7,2,5,3,1,2,"2015-5-31"
2015061,5,6,7,8,4,9,2,"2015-5-29"
2015060,0,3,1,5,4,3,5,"2015-5-26"
2015059,9,9,0,3,9,7,4,"2015-5-24"
2015058,8,7,6,5,0,3,3,"2015-5-22"
2015057,9,2,3,8,6,9,0,"2015-5-19"
2015056,6,9,2,8,9,2,3,"2015-5-17"
2015055,5,2,0,5,8,9,1,"2015-5-15"
2015054,7,3,4,5,2,6,9,"2015-5-12"
2015053,8,3,1,0,4,1,4,"2015-5-10"
2015052,9,0,3,8,2,2,5,"2015-5-8"
2015051,7,3,3,8,1,1,8,"2015-5-5"
2015050,2,8,4,6,3,7,1,"2015-5-3"
2015049,0,2,5,2,1,3,6,"2015-5-1"
2015048,6,4,5,1,7,7,8,"2015-4-28"
2015047,7,2,4,2,9,7,6,"2015-4-26"
2015046,8,4,5,6,7,2,8,"2015-4-24"
2015045,9,6,6,5,5,5,7,"2015-4-21"
2015044,0,2,8,4,3,0,4,"2015-4-19"
2015043,9,7,9,6,0,9,1,"2015-4-17"
2015042,0,5,7,8,4,7,7,"2015-4-14"
2015041,4,7,4,2,0,7,8,"2015-4-12"
2015040,7,0,6,5,9,6,4,"2015-4-10"
2015039,5,9,9,6,3,6,4,"2015-4-7"
2015038,6,4,7,3,1,7,6,"2015-4-5"
2015037,9,5,1,6,3,1,5,"2015-4-3"
2015036,0,6,2,3,2,5,2,"2015-3-31"
2015035,0,5,0,6,6,5,1,"2015-3-29"
2015034,7,5,6,4,4,8,7,"2015-3-27"
2015033,9,0,2,1,6,7,8,"2015-3-24"
2015032,4,9,8,4,1,5,5,"2015-3-22"
2015031,5,7,8,3,7,1,7,"2015-3-20"
2015030,9,5,7,1,7,8,2,"2015-3-17"
2015029,0,4,9,4,5,6,7,"2015-3-15"
2015028,1,4,7,6,0,5,1,"2015-3-13"
2015027,6,8,1,1,4,6,0,"2015-3-10"
2015026,8,0,5,0,5,0,4,"2015-3-8"
2015025,2,5,6,8,4,6,4,"2015-3-6"
2015024,6,4,6,7,7,1,2,"2015-3-3"
2015023,3,7,2,6,0,4,3,"2015-3-1"
2015022,1,6,1,9,5,5,7,"2015-2-27"
2015021,4,6,5,4,3,9,7,"2015-2-17"
2015020,6,1,3,9,9,9,7,"2015-2-15"
2015019,9,2,9,0,9,9,4,"2015-2-13"
2015018,6,4,5,3,4,3,4,"2015-2-10"
2015017,4,2,7,8,5,8,2,"2015-2-8"
2015016,5,9,9,0,9,9,7,"2015-2-6"
2015015,9,8,8,9,2,5,3,"2015-2-3"
2015014,3,2,1,6,9,4,1,"2015-2-1"
2015013,7,3,6,8,2,1,9,"2015-1-30"
2015012,0,3,4,7,4,0,8,"2015-1-27"
2015011,4,5,9,5,9,9,9,"2015-1-25"
2015010,1,5,7,9,2,5,7,"2015-1-23"
2015009,2,9,9,2,0,2,1,"2015-1-20"
2015008,7,9,0,6,4,0,8,"2015-1-18"
2015007,3,8,1,8,0,8,3,"2015-1-16"
2015006,4,8,5,7,4,8,2,"2015-1-13"
2015005,1,5,4,8,5,5,5,"2015-1-11"
2015004,7,1,9,1,3,8,1,"2015-1-9"
2015003,6,8,2,3,0,0,7,"2015-1-6"
2015002,6,1,5,7,0,3,0,"2015-1-4"
2015001,9,8,4,4,0,2,4,"2015-1-2"
2014153,9,4,5,3,5,2,3,"2014-12-30"
2014152,5,6,9,3,0,4,9,"2014-12-28"
2014151,1,9,5,7,5,5,4,"2014-12-26"
2014150,5,8,6,8,3,3,5,"2014-12-23"
2014149,3,7,9,7,1,5,8,"2014-12-21"
2014148,4,9,5,9,4,9,3,"2014-12-19"
2014147,2,4,0,5,4,1,2,"2014-12-16"
2014146,1,1,2,3,3,0,2,"2014-12-14"
2014145,9,7,3,7,0,4,5,"2014-12-12"
2014144,8,5,8,8,8,1,2,"2014-12-9"
2014143,5,8,0,0,9,5,6,"2014-12-7"
2014142,9,2,1,9,2,3,8,"2014-12-5"
2014141,1,8,8,1,3,5,1,"2014-12-2"
2014140,7,9,2,8,5,6,7,"2014-11-30"
2014139,4,4,2,1,1,6,5,"2014-11-28"
2014138,3,2,5,3,7,2,9,"2014-11-25"
2014137,8,2,8,3,0,2,0,"2014-11-23"
2014136,7,2,9,0,7,7,2,"2014-11-21"
2014135,6,6,0,0,5,3,4,"2014-11-18"
2014134,8,6,0,1,2,1,5,"2014-11-16"
2014133,5,7,5,7,9,0,2,"2014-11-14"
2014132,6,7,2,6,3,6,7,"2014-11-11"
2014131,6,0,0,6,3,7,2,"2014-11-9"
2014130,3,8,5,6,4,1,8,"2014-11-7"
2014129,6,6,7,5,5,6,3,"2014-11-4"
2014128,1,2,0,7,9,8,0,"2014-11-2"
2014127,1,9,7,2,4,1,6,"2014-10-31"
2014126,9,5,4,1,6,5,4,"2014-10-28"
2014125,5,6,1,6,4,5,9,"2014-10-26"
2014124,0,8,9,1,8,9,2,"2014-10-24"
2014123,3,1,7,0,0,3,6,"2014-10-21"
2014122,6,7,7,2,5,7,6,"2014-10-19"
2014121,6,6,7,4,2,4,5,"2014-10-17"
2014120,2,5,6,6,8,8,2,"2014-10-14"
2014119,9,1,8,3,1,9,5,"2014-10-12"
2014118,1,8,8,8,5,9,7,"2014-10-10"
2014117,6,2,2,6,4,3,4,"2014-10-7"
2014116,1,7,5,2,0,3,3,"2014-10-5"
2014115,8,6,4,3,4,2,8,"2014-10-3"
2014114,5,4,4,4,8,6,0,"2014-9-30"
2014113,8,2,0,9,0,2,1,"2014-9-28"
2014112,9,2,7,4,8,1,7,"2014-9-26"
2014111,6,0,4,8,3,2,4,"2014-9-23"
2014110,7,0,5,0,2,1,6,"2014-9-21"
2014109,3,6,9,6,0,2,9,"2014-9-19"
2014108,1,6,3,7,0,4,1,"2014-9-16"
2014107,4,2,1,6,6,5,1,"2014-9-14"
2014106,2,2,2,7,7,3,7,"2014-9-12"
2014105,8,7,6,6,5,8,9,"2014-9-9"
2014104,7,3,5,0,1,9,6,"2014-9-7"
2014103,2,9,3,7,5,8,7,"2014-9-5"
2014102,9,7,9,6,3,9,7,"2014-9-2"
2014101,1,7,8,9,1,2,1,"2014-8-31"
2014100,2,5,5,4,4,0,7,"2014-8-29"
2014099,3,1,1,7,9,6,1,"2014-8-26"
2014098,8,6,9,0,3,5,5,"2014-8-24"
2014097,0,9,1,7,1,2,6,"2014-8-22"
2014096,8,7,1,6,1,0,3,"2014-8-19"
2014095,6,6,5,8,8,9,6,"2014-8-17"
2014094,2,8,3,9,9,5,3,"2014-8-15"
2014093,6,8,7,1,4,1,6,"2014-8-12"
2014092,6,1,1,6,0,7,7,"2014-8-10"
2014091,0,0,4,5,8,2,2,"2014-8-8"
2014090,4,8,7,6,3,5,7,"2014-8-5"
2014089,1,3,9,9,5,8,2,"2014-8-3"
2014088,5,3,4,0,5,7,8,"2014-8-1"
2014087,1,1,8,9,1,0,1,"2014-7-29"
2014086,4,6,8,4,9,0,9,"2014-7-27"
2014085,9,1,4,7,7,4,3,"2014-7-25"
2014084,6,5,8,6,7,7,3,"2014-7-22"
2014083,2,6,5,9,8,5,5,"2014-7-20"
2014082,7,2,5,1,3,7,7,"2014-7-18"
2014081,2,4,4,8,9,3,1,"2014-7-15"
2014080,6,3,2,2,5,9,2,"2014-7-13"
2014079,6,0,1,8,1,1,3,"2014-7-11"
2014078,1,7,5,3,3,9,1,"2014-7-8"
2014077,5,1,6,4,8,8,8,"2014-7-6"
2014076,2,9,5,2,4,7,4,"2014-7-4"
2014075,5,5,0,5,0,2,8,"2014-7-1"
2014074,9,5,9,7,7,7,9,"2014-6-29"
2014073,0,2,7,8,0,7,7,"2014-6-27"
2014072,8,7,5,6,9,2,2,"2014-6-24"
2014071,0,6,1,7,9,2,1,"2014-6-22"
2014070,4,9,5,0,4,6,3,"2014-6-20"
2014069,9,8,2,5,0,0,6,"2014-6-17"
2014068,9,0,2,5,9,2,2,"2014-6-15"
2014067,0,4,6,9,3,2,2,"2014-6-13"
2014066,9,5,7,9,3,4,8,"2014-6-10"
2014065,9,0,3,8,2,1,4,"2014-6-8"
2014064,6,3,5,1,9,1,2,"2014-6-6"
2014063,5,8,8,6,2,3,4,"2014-6-3"
2014062,1,3,4,2,3,4,0,"2014-6-1"
2014061,9,9,1,1,7,2,4,"2014-5-30"
2014060,1,5,9,5,2,1,7,"2014-5-27"
2014059,5,1,0,7,1,3,8,"2014-5-25"
2014058,7,1,2,8,6,7,4,"2014-5-23"
2014057,9,6,5,4,4,4,2,"2014-5-20"
2014056,5,9,1,1,4,1,6,"2014-5-18"
2014055,5,8,8,0,3,1,7,"2014-5-16"
2014054,0,8,5,4,7,0,2,"2014-5-13"
2014053,2,8,8,7,6,8,8,"2014-5-11"
2014052,3,1,0,3,2,3,6,"2014-5-9"
2014051,9,8,8,8,5,0,0,"2014-5-6"
2014050,0,9,0,7,9,4,1,"2014-5-4"
2014049,6,3,1,5,0,8,9,"2014-5-2"
2014048,4,6,1,9,2,8,8,"2014-4-29"
2014047,4,5,2,5,1,9,2,"2014-4-27"
2014046,9,7,8,6,7,7,7,"2014-4-25"
2014045,9,0,2,9,1,5,3,"2014-4-22"
2014044,0,1,0,3,6,3,8,"2014-4-20"
2014043,7,9,0,0,6,2,4,"2014-4-18"
2014042,6,8,2,8,8,4,3,"2014-4-15"
2014041,9,9,0,2,5,0,3,"2014-4-13"
2014040,5,8,9,7,6,4,3,"2014-4-11"
2014039,3,7,3,4,6,0,6,"2014-4-8"
2014038,0,8,1,3,8,1,2,"2014-4-6"
2014037,1,2,6,4,2,0,7,"2014-4-4"
2014036,9,3,8,3,5,2,6,"2014-4-1"
2014035,3,7,4,5,4,8,2,"2014-3-30"
2014034,4,5,6,3,8,4,0,"2014-3-28"
2014033,3,0,6,3,8,1,1,"2014-3-25"
2014032,4,7,3,8,0,5,0,"2014-3-23"
2014031,4,8,8,2,9,1,8,"2014-3-21"
2014030,3,8,2,1,0,1,7,"2014-3-18"
2014029,4,0,6,6,3,6,0,"2014-3-16"
2014028,8,0,7,9,4,0,1,"2014-3-14"
2014027,5,0,6,5,4,8,6,"2014-3-11"
2014026,8,8,6,9,0,8,8,"2014-3-9"
2014025,6,6,3,6,4,2,8,"2014-3-7"
2014024,7,2,1,3,2,0,8,"2014-3-4"
2014023,5,5,6,1,3,5,7,"2014-3-2"
2014022,3,3,9,3,4,2,6,"2014-2-28"
2014021,2,0,8,9,7,3,8,"2014-2-25"
2014020,8,0,7,5,4,2,5,"2014-2-23"
2014019,1,3,6,0,1,4,5,"2014-2-21"
2014018,9,7,6,3,0,1,4,"2014-2-18"
2014017,8,1,8,6,1,9,6,"2014-2-16"
2014016,6,8,7,8,8,8,3,"2014-2-14"
2014015,1,5,8,3,6,3,1,"2014-2-11"
2014014,9,5,0,6,7,7,6,"2014-2-9"
2014013,2,3,8,3,5,6,3,"2014-2-7"
2014012,7,7,5,3,5,1,0,"2014-1-28"
2014011,6,0,6,0,2,6,5,"2014-1-26"
2014010,5,4,2,1,2,1,2,"2014-1-24"
2014009,7,9,1,2,0,9,6,"2014-1-21"
2014008,1,9,5,7,4,2,5,"2014-1-19"
2014007,9,9,4,5,7,6,2,"2014-1-17"
2014006,1,7,1,2,0,5,6,"2014-1-14"
2014005,4,2,5,9,2,6,4,"2014-1-12"
2014004,6,9,4,2,1,9,5,"2014-1-10"
2014003,4,9,5,6,1,7,5,"2014-1-7"
2014002,7,4,6,8,8,9,4,"2014-1-5"
2014001,8,5,8,4,5,3,1,"2014-1-3"
2013154,5,2,2,9,3,8,0,"2013-12-31"
2013153,1,4,2,0,7,3,1,"2013-12-29"
2013152,9,8,1,0,1,6,8,"2013-12-27"
2013151,1,3,8,5,4,7,5,"2013-12-24"
2013150,8,3,8,6,6,2,6,"2013-12-22"
2013149,4,6,2,0,4,2,4,"2013-12-20"
2013148,3,5,8,8,8,6,6,"2013-12-17"
2013147,9,3,3,2,6,1,7,"2013-12-15"
2013146,2,1,1,2,9,9,8,"2013-12-13"
2013145,5,4,3,1,8,8,5,"2013-12-10"
2013144,2,0,0,6,0,4,9,"2013-12-8"
2013143,5,1,0,7,8,0,7,"2013-12-6"
2013142,8,1,3,7,2,5,2,"2013-12-3"
2013141,8,2,0,7,4,6,7,"2013-12-1"
2013140,4,3,3,9,4,7,5,"2013-11-29"
2013139,2,2,3,8,5,3,2,"2013-11-26"
2013138,9,1,4,8,4,3,0,"2013-11-24"
2013137,4,0,5,7,8,3,1,"2013-11-22"
2013136,2,3,5,6,8,9,5,"2013-11-19"
2013135,8,4,8,4,0,1,9,"2013-11-17"
2013134,6,1,7,3,1,8,5,"2013-11-15"
2013133,5,5,1,2,3,8,9,"2013-11-12"
2013132,5,8,3,8,2,9,0,"2013-11-10"
2013131,8,8,1,6,9,9,6,"2013-11-8"
2013130,9,3,3,4,8,3,4,"2013-11-5"
2013129,3,9,2,6,5,5,8,"2013-11-3"
2013128,0,3,3,7,3,4,5,"2013-11-1"
2013127,3,9,2,0,1,5,9,"2013-10-29"
2013126,5,7,6,7,1,4,9,"2013-10-27"
2013125,2,1,2,3,0,7,1,"2013-10-25"
2013124,9,9,9,5,1,6,9,"2013-10-22"
2013123,9,1,6,2,2,5,1,"2013-10-20"
2013122,8,0,9,7,4,2,3,"2013-10-18"
2013121,6,5,1,4,6,3,5,"2013-10-15"
2013120,6,2,8,7,9,2,5,"2013-10-13"
2013119,5,1,2,3,6,4,1,"2013-10-11"
2013118,7,5,5,2,2,7,2,"2013-10-8"
2013117,7,0,1,8,9,0,6,"2013-10-6"
2013116,8,8,6,4,8,6,8,"2013-10-4"
2013115,7,5,4,7,4,1,2,"2013-10-1"
2013114,0,7,3,7,1,4,8,"2013-9-29"
2013113,4,1,4,5,6,5,1,"2013-9-27"
2013112,6,3,0,7,3,1,8,"2013-9-24"
2013111,8,5,9,5,7,3,3,"2013-9-22"
2013110,4,0,9,8,2,5,2,"2013-9-20"
2013109,2,8,7,6,5,7,8,"2013-9-17"
2013108,1,9,5,9,6,2,4,"2013-9-15"
2013107,9,1,8,5,6,5,4,"2013-9-13"
2013106,8,2,1,6,8,1,7,"2013-9-10"
2013105,6,3,7,4,8,6,2,"2013-9-8"
2013104,1,4,3,8,8,6,4,"2013-9-6"
2013103,3,5,6,4,4,0,7,"2013-9-3"
2013102,6,2,0,0,7,1,4,"2013-9-1"
2013101,5,9,1,3,5,0,2,"2013-8-30"
2013100,9,8,4,1,6,2,0,"2013-8-27"
2013099,0,5,9,6,7,7,6,"2013-8-25"
2013098,1,7,2,8,4,0,1,"2013-8-23"
2013097,4,7,8,4,7,8,7,"2013-8-20"
2013096,2,6,2,5,2,6,0,"2013-8-18"
2013095,4,2,9,4,2,8,0,"2013-8-16"
2013094,2,2,0,9,8,6,1,"2013-8-13"
2013093,8,9,4,8,2,6,2,"2013-8-11"
2013092,5,7,4,8,0,4,5,"2013-8-9"
2013091,3,7,4,6,1,9,2,"2013-8-6"
2013090,3,2,3,7,1,0,1,"2013-8-4"
2013089,7,7,6,1,3,2,2,"2013-8-2"
2013088,9,3,2,9,8,4,0,"2013-7-30"
2013087,3,0,2,2,3,9,6,"2013-7-28"
2013086,1,9,7,0,9,8,3,"2013-7-26"
2013085,4,6,6,1,4,3,1,"2013-7-23"
2013084,1,9,3,5,2,3,3,"2013-7-21"
2013083,7,7,4,6,8,5,5,"2013-7-19"
2013082,6,0,8,0,1,4,8,"2013-7-16"
2013081,4,6,0,5,5,5,5,"2013-7-14"
2013080,2,8,1,4,2,6,8,"2013-7-12"
2013079,1,7,8,9,2,6,5,"2013-7-9"
2013078,7,1,6,5,2,4,8,"2013-7-7"
2013077,7,9,1,5,5,4,4,"2013-7-5"
2013076,5,2,0,9,5,0,1,"2013-7-2"
2013075,9,5,6,8,4,3,3,"2013-6-30"
2013074,2,0,4,0,2,8,8,"2013-6-28"
2013073,8,8,6,6,0,7,8,"2013-6-25"
2013072,2,0,8,8,6,3,5,"2013-6-23"
2013071,4,5,9,4,7,7,1,"2013-6-21"
2013070,9,5,2,0,3,9,3,"2013-6-18"
2013069,3,6,1,1,0,0,8,"2013-6-16"
2013068,5,4,5,2,8,9,3,"2013-6-14"
2013067,0,5,4,3,7,7,0,"2013-6-11"
2013066,0,2,6,6,8,8,1,"2013-6-9"
2013065,5,8,4,1,4,4,6,"2013-6-7"
2013064,7,2,9,8,7,0,6,"2013-6-4"
2013063,0,6,9,3,4,1,5,"2013-6-2"
2013062,7,4,2,2,9,1,2,"2013-5-31"
2013061,7,8,9,1,3,8,3,"2013-5-28"
2013060,0,0,2,4,0,0,6,"2013-5-26"
2013059,7,6,9,7,2,8,5,"2013-5-24"
2013058,7,6,4,5,2,2,5,"2013-5-21"
2013057,7,0,5,7,4,4,2,"2013-5-19"
2013056,2,9,1,9,6,3,5,"2013-5-17"
2013055,3,5,3,9,6,8,9,"2013-5-14"
2013054,3,5,8,9,0,0,7,"2013-5-12"
2013053,1,5,5,8,1,8,9,"2013-5-10"
2013052,1,0,8,2,4,7,0,"2013-5-7"
2013051,9,8,9,0,2,0,4,"2013-5-5"
2013050,9,2,5,4,0,8,1,"2013-5-3"
2013049,1,1,3,3,9,3,6,"2013-4-30"
2013048,3,6,4,5,9,4,1,"2013-4-28"
2013047,8,9,7,2,6,4,7,"2013-4-26"
2013046,5,2,2,4,5,9,6,"2013-4-23"
2013045,8,7,0,0,3,9,3,"2013-4-21"
2013044,1,4,1,4,1,4,8,"2013-4-19"
2013043,5,4,6,1,1,3,6,"2013-4-16"
2013042,9,8,9,1,5,3,9,"2013-4-14"
2013041,7,3,1,9,4,4,8,"2013-4-12"
2013040,8,1,1,9,3,4,9,"2013-4-9"
2013039,7,4,8,7,2,9,5,"2013-4-7"
2013038,9,9,4,4,5,5,8,"2013-4-5"
2013037,9,8,9,7,1,9,8,"2013-4-2"
2013036,8,7,3,0,1,0,1,"2013-3-31"
2013035,2,7,1,3,0,3,7,"2013-3-29"
2013034,6,6,8,8,4,5,9,"2013-3-26"
2013033,5,1,0,2,0,9,3,"2013-3-24"
2013032,6,9,4,7,4,2,3,"2013-3-22"
2013031,2,7,4,9,3,7,5,"2013-3-19"
2013030,4,7,7,7,2,1,6,"2013-3-17"
2013029,9,2,4,5,8,8,8,"2013-3-15"
2013028,9,6,6,8,6,4,6,"2013-3-12"
2013027,1,3,8,0,8,7,1,"2013-3-10"
2013026,0,0,4,2,7,7,5,"2013-3-8"
2013025,9,7,0,8,9,9,6,"2013-3-5"
2013024,8,9,2,6,3,6,1,"2013-3-3"
2013023,4,1,0,7,7,4,9,"2013-3-1"
2013022,8,0,5,3,7,9,2,"2013-2-26"
2013021,4,1,1,0,3,8,8,"2013-2-24"
2013020,5,3,5,3,9,4,6,"2013-2-22"
2013019,9,9,5,7,7,2,4,"2013-2-19"
2013018,9,2,8,1,5,7,1,"2013-2-17"
2013017,7,9,2,9,4,9,3,"2013-2-8"
2013016,2,0,6,5,9,2,8,"2013-2-5"
2013015,3,3,6,6,7,6,4,"2013-2-3"
2013014,9,3,4,1,5,4,5,"2013-2-1"
2013013,6,5,8,1,1,3,0,"2013-1-29"
2013012,1,0,5,3,4,6,2,"2013-1-27"
2013011,8,4,0,5,5,0,7,"2013-1-25"
2013010,8,6,7,2,7,7,1,"2013-1-22"
2013009,3,1,6,0,3,5,9,"2013-1-20"
2013008,4,4,8,8,0,3,7,"2013-1-18"
2013007,6,6,1,5,2,1,5,"2013-1-15"
2013006,1,8,3,8,2,7,4,"2013-1-13"
2013005,2,5,3,4,5,7,7,"2013-1-11"
2013004,7,4,4,0,5,1,8,"2013-1-8"
2013003,8,0,0,7,1,2,6,"2013-1-6"
2013002,0,1,7,5,5,3,4,"2013-1-4"
2013001,3,5,1,1,9,3,3,"2013-1-1"
2012154,9,7,1,2,3,4,2,"2012-12-30"
2012153,4,7,4,1,0,0,5,"2012-12-28"
2012152,1,5,7,8,3,6,6,"2012-12-25"
2012151,4,8,1,8,3,3,8,"2012-12-23"
2012150,9,2,4,0,2,0,6,"2012-12-21"
2012149,0,9,5,5,3,3,8,"2012-12-18"
2012148,0,6,7,7,2,1,5,"2012-12-16"
2012147,4,9,4,9,0,0,7,"2012-12-14"
2012146,9,1,1,7,2,7,3,"2012-12-11"
2012145,9,1,4,0,6,7,8,"2012-12-9"
2012144,0,3,9,0,6,0,1,"2012-12-7"
2012143,4,9,9,1,2,5,7,"2012-12-4"
2012142,0,9,8,3,2,2,2,"2012-12-2"
2012141,1,7,8,5,9,0,7,"2012-11-30"
2012140,2,5,1,8,1,5,0,"2012-11-27"
2012139,6,3,6,2,0,0,5,"2012-11-25"
2012138,9,0,0,8,1,5,2,"2012-11-23"
2012137,5,4,6,0,7,8,7,"2012-11-20"
2012136,4,9,2,7,8,6,2,"2012-11-18"
2012135,8,6,3,5,3,5,4,"2012-11-16"
2012134,4,2,8,2,9,3,0,"2012-11-13"
2012133,1,7,4,6,1,8,0,"2012-11-11"
2012132,1,4,4,0,3,4,8,"2012-11-9"
2012131,6,0,1,2,1,5,1,"2012-11-6"
2012130,9,6,6,9,2,5,7,"2012-11-4"
2012129,6,2,1,8,0,5,9,"2012-11-2"
2012128,4,4,8,4,6,8,2,"2012-10-30"
2012127,8,0,2,8,4,5,2,"2012-10-28"
2012126,1,7,8,4,9,8,3,"2012-10-26"
2012125,2,8,4,8,3,5,9,"2012-10-23"
2012124,3,9,6,1,4,4,8,"2012-10-21"
2012123,0,9,6,1,4,4,1,"2012-10-19"
2012122,0,2,2,8,7,1,0,"2012-10-16"
2012121,0,1,8,7,5,3,5,"2012-10-14"
2012120,2,6,9,2,3,8,5,"2012-10-12"
2012119,9,3,9,9,5,4,0,"2012-10-9"
2012118,2,6,9,5,6,9,2,"2012-10-7"
2012117,4,2,6,3,7,2,8,"2012-10-5"
2012116,8,3,6,1,2,1,2,"2012-10-2"
2012115,9,7,0,1,3,9,1,"2012-9-30"
2012114,1,0,0,4,6,1,4,"2012-9-28"
2012113,2,1,2,6,0,3,5,"2012-9-25"
2012112,8,3,7,9,5,3,7,"2012-9-23"
2012111,5,8,4,7,9,9,0,"2012-9-21"
2012110,6,2,3,9,5,5,3,"2012-9-18"
2012109,5,1,6,3,9,5,5,"2012-9-16"
2012108,6,1,1,8,0,5,3,"2012-9-14"
2012107,1,1,8,1,4,7,0,"2012-9-11"
2012106,8,5,3,2,2,3,0,"2012-9-9"
2012105,4,8,5,5,6,0,5,"2012-9-7"
2012104,5,7,0,0,3,9,5,"2012-9-4"
2012103,2,9,9,9,3,3,5,"2012-9-2"
2012102,8,7,6,6,3,5,8,"2012-8-31"
2012101,3,4,6,2,1,1,5,"2012-8-28"
2012100,7,0,5,2,9,2,4,"2012-8-26"
2012099,7,1,0,0,5,2,5,"2012-8-24"
2012098,5,4,8,8,5,9,6,"2012-8-21"
2012097,2,7,1,5,0,4,9,"2012-8-19"
2012096,3,6,2,6,2,5,7,"2012-8-17"
2012095,6,3,0,4,7,5,3,"2012-8-14"
2012094,0,6,7,4,8,6,3,"2012-8-12"
2012093,6,2,6,1,8,9,1,"2012-8-10"
2012092,4,9,7,3,6,4,7,"2012-8-7"
2012091,2,4,4,2,9,3,6,"2012-8-5"
2012090,7,6,2,1,1,6,1,"2012-8-3"
2012089,1,5,7,1,1,4,9,"2012-7-31"
2012088,8,4,6,3,8,0,2,"2012-7-29"
2012087,9,3,0,2,4,9,1,"2012-7-27"
2012086,9,2,0,7,9,3,8,"2012-7-24"
2012085,4,6,9,2,1,6,0,"2012-7-22"
2012084,3,1,3,0,9,9,2,"2012-7-20"
2012083,2,1,4,8,2,9,5,"2012-7-17"
2012082,5,2,7,9,1,6,3,"2012-7-15"
2012081,2,3,8,8,7,1,0,"2012-7-13"
2012080,1,1,2,7,4,3,4,"2012-7-10"
2012079,3,5,9,4,6,4,8,"2012-7-8"
2012078,6,9,2,0,3,9,2,"2012-7-6"
2012077,7,4,1,9,0,2,9,"2012-7-3"
2012076,5,4,9,2,2,9,3,"2012-7-1"
2012075,7,3,4,9,3,8,3,"2012-6-29"
2012074,5,3,0,7,2,7,5,"2012-6-26"
2012073,1,5,7,6,9,5,0,"2012-6-24"
2012072,5,1,1,9,7,8,0,"2012-6-22"
2012071,0,6,6,8,6,8,8,"2012-6-19"
2012070,8,8,9,8,0,9,4,"2012-6-17"
2012069,7,7,2,5,1,8,5,"2012-6-15"
2012068,5,8,7,7,2,1,0,"2012-6-12"
2012067,4,8,8,6,5,5,8,"2012-6-10"
2012066,1,5,2,5,0,2,3,"2012-6-8"
2012065,4,2,3,7,5,8,0,"2012-6-5"
2012064,6,9,3,5,5,6,5,"2012-6-3"
2012063,7,0,3,7,5,3,1,"2012-6-1"
2012062,9,2,0,4,2,0,5,"2012-5-29"
2012061,7,1,6,8,6,9,8,"2012-5-27"
2012060,3,0,4,4,4,7,0,"2012-5-25"
2012059,0,4,1,1,0,8,8,"2012-5-22"
2012058,7,8,2,0,7,6,9,"2012-5-20"
2012057,9,8,8,7,2,1,2,"2012-5-18"
2012056,0,1,7,9,5,3,7,"2012-5-15"
2012055,7,7,5,1,3,4,4,"2012-5-13"
2012054,2,0,7,2,2,5,5,"2012-5-11"
2012053,9,6,6,1,5,0,0,"2012-5-8"
2012052,5,1,2,0,3,5,4,"2012-5-6"
2012051,8,8,1,6,7,9,9,"2012-5-4"
2012050,9,7,7,1,0,0,6,"2012-5-1"
2012049,6,8,5,6,3,1,6,"2012-4-29"
2012048,3,9,5,4,2,7,1,"2012-4-27"
2012047,8,7,4,6,8,3,4,"2012-4-24"
2012046,4,8,2,6,8,2,7,"2012-4-22"
2012045,5,8,8,2,7,1,3,"2012-4-20"
2012044,4,3,7,7,3,8,7,"2012-4-17"
2012043,0,2,1,7,3,9,9,"2012-4-15"
2012042,0,7,1,4,2,6,2,"2012-4-13"
2012041,0,4,5,6,6,0,8,"2012-4-10"
2012040,5,2,2,1,1,9,3,"2012-4-8"
2012039,4,4,6,5,9,0,3,"2012-4-6"
2012038,6,0,0,1,4,9,9,"2012-4-3"
2012037,7,7,4,7,7,6,1,"2012-4-1"
2012036,0,9,3,2,2,8,1,"2012-3-30"
2012035,1,0,2,2,3,6,4,"2012-3-27"
2012034,3,1,3,2,7,4,1,"2012-3-25"
2012033,0,7,7,3,8,2,7,"2012-3-23"
2012032,0,7,6,7,7,1,2,"2012-3-20"
2012031,1,6,3,8,4,7,0,"2012-3-18"
2012030,2,1,2,0,4,3,3,"2012-3-16"
2012029,5,7,6,0,1,1,9,"2012-3-13"
2012028,5,4,8,9,7,2,4,"2012-3-11"
2012027,1,2,6,3,8,8,9,"2012-3-9"
2012026,8,0,5,9,8,1,5,"2012-3-6"
2012025,5,5,9,2,9,0,0,"2012-3-4"
2012024,5,2,1,5,3,8,5,"2012-3-2"
2012023,9,3,8,9,0,6,5,"2012-2-28"
2012022,9,6,4,3,2,9,8,"2012-2-26"
2012021,1,0,5,2,3,2,3,"2012-2-24"
2012020,7,3,6,1,5,7,4,"2012-2-21"
